Region,Country,Year,Age,Gender,Literacy rate
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2011,65+,female,0.1841108
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2011,65+,male,0.4502912
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2015,<15,female,0.7939104
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2015,<15,male,0.8996128
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2015,15-24,female,0.9050107
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2015,15-24,male,0.9440438
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2015,25-64,female,0.7769874
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2015,25-64,male,0.8919461
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2015,65+,female,0.4466432
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2015,65+,male,0.7464927
Eastern and South-Eastern Asia,Malaysia,2010,<15,female,0.9074768
Eastern and South-Eastern Asia,Malaysia,2010,<15,male,0.9543375
Eastern and South-Eastern Asia,Malaysia,2010,15-24,female,0.9845826
Eastern and South-Eastern Asia,Malaysia,2010,15-24,male,0.9838104
Eastern and South-Eastern Asia,Malaysia,2010,25-64,female,0.928214
Eastern and South-Eastern Asia,Malaysia,2010,25-64,male,0.9618534
Eastern and South-Eastern Asia,Malaysia,2010,65+,female,0.4398981
Eastern and South-Eastern Asia,Malaysia,2010,65+,male,0.7484398
Eastern and South-Eastern Asia,Malaysia,2016,<15,female,0.9106836
Eastern and South-Eastern Asia,Malaysia,2016,<15,male,0.96297
Eastern and South-Eastern Asia,Malaysia,2016,15-24,female,0.9785761
Eastern and South-Eastern Asia,Malaysia,2016,15-24,male,0.9739067
Eastern and South-Eastern Asia,Malaysia,2016,25-64,female,0.9540419
Eastern and South-Eastern Asia,Malaysia,2016,25-64,male,0.971917
Eastern and South-Eastern Asia,Malaysia,2016,65+,female,0.47839
Eastern and South-Eastern Asia,Malaysia,2016,65+,male,0.8416033
Eastern and South-Eastern Asia,Mongolia,2010,<15,female,0.9833663
Eastern and South-Eastern Asia,Mongolia,2010,<15,M,0.981747
Eastern and South-Eastern Asia,Mongolia,2010,15-24,female,0.9890874
Eastern and South-Eastern Asia,Mongolia,2010,15-24,male,0.9802181
Eastern and South-Eastern Asia,Mongolia,2010,25-64,female,0.9861593
Eastern and South-Eastern Asia,Mongolia,2010,25-64,male,0.9830033
Eastern and South-Eastern Asia,Mongolia,2010,65+,female,0.9268123
Eastern and South-Eastern Asia,Mongolia,2010,65+,male,0.9735641
Eastern and South-Eastern Asia,Mongolia,2018,<15,female,0.9864889
Eastern and South-Eastern Asia,Mongolia,2018,<15,male,0.9818601
Eastern and South-Eastern Asia,Mongolia,2018,15-24,female,0.9908
Eastern and South-Eastern Asia,Mongolia,2018,15-24,male,0.9819
Eastern and South-Eastern Asia,Mongolia,2018,25-64,female,0.9871931
Eastern and South-Eastern Asia,Mongolia,2018,25-64,male,0.98173
Eastern and South-Eastern Asia,Mongolia,2018,65+,female,0.9657558
Eastern and South-Eastern Asia,Mongolia,2018,65+,male,0.9836351
Eastern and South-Eastern Asia,Myanmar,2016,<15,female,0.7184699
Eastern and South-Eastern Asia,Myanmar,2016,<15,male,0.8001159
Eastern and South-Eastern Asia,Myanmar,2016,15-24,female,0.8441379
Eastern and South-Eastern Asia,Myanmar,2016,15-24,male,0.8511967
Eastern and South-Eastern Asia,Myanmar,2016,25-64,female,0.7168072
Eastern and South-Eastern Asia,Myanmar,2016,25-64,male,0.7964427
Eastern and South-Eastern Asia,Myanmar,2016,65+,female,0.4920425
Eastern and South-Eastern Asia,Myanmar,2016,65+,male,0.705771
Eastern and South-Eastern Asia,Philippines,2013,<15,female,0.9678736
Eastern and South-Eastern Asia,Philippines,2013,<15,male,0.9600834
Eastern and South-Eastern Asia,Philippines,2013,15-24,female,0.9881543
Eastern and South-Eastern Asia,Philippines,2013,15-24,male,0.9742543
Eastern and South-Eastern Asia,Philippines,2013,25-64,female,0.967058
Eastern and South-Eastern Asia,Philippines,2013,25-64,male,0.9584971
Eastern and South-Eastern Asia,Philippines,2013,65+,female,0.8986873
Eastern and South-Eastern Asia,Philippines,2013,65+,male,0.9051444
Eastern and South-Eastern Asia,Philippines,2015,<15,female,0.9824175
Eastern and South-Eastern Asia,Philippines,2015,<15,male,0.9812325
Eastern and South-Eastern Asia,Philippines,2015,15-24,female,0.9926673
Eastern and South-Eastern Asia,Philippines,2015,15-24,male,0.9890415
Eastern and South-Eastern Asia,Philippines,2015,25-64,female,0.9831498
Eastern and South-Eastern Asia,Philippines,2015,25-64,male,0.9809288
Eastern and South-Eastern Asia,Philippines,2015,65+,female,0.9411602
Eastern and South-Eastern Asia,Philippines,2015,65+,male,0.9459927
Eastern and South-Eastern Asia,Singapore,2010,<15,female,0.9377481
Eastern and South-Eastern Asia,Singapore,2010,<15,male,0.9803714
Eastern and South-Eastern Asia,Singapore,2010,15-24,female,0.9976667
Eastern and South-Eastern Asia,Singapore,2010,15-24,male,0.9973789
Eastern and South-Eastern Asia,Singapore,2010,25-64,female,0.9752262
Eastern and South-Eastern Asia,Singapore,2010,25-64,male,0.9859787
Eastern and South-Eastern Asia,Singapore,2010,65+,female,0.6370677
Eastern and South-Eastern Asia,Singapore,2010,65+,male,
Eastern and South-Eastern Asia,Singapore,2011,<15,female,0.940684
Eastern and South-Eastern Asia,Singapore,2011,<15,male,0.9839284
Eastern and South-Eastern Asia,Singapore,2011,15-24,female,0.9988059
Eastern and South-Eastern Asia,Singapore,2011,15-24,male,0.9989365
Eastern and South-Eastern Asia,Singapore,2011,25-64,female,0.9871039
Eastern and South-Eastern Asia,Singapore,2011,25-64,male,0.9871039
Eastern and South-Eastern Asia,Singapore,2012,<15,female,0.9435959
Eastern and South-Eastern Asia,Singapore,2012,<15,male,0.9846946
Eastern and South-Eastern Asia,Singapore,2012,15-24,female,0.9989296
Eastern and South-Eastern Asia,Singapore,2012,15-24,male,0.9989687
Eastern and South-Eastern Asia,Singapore,2012,25-64,female,0.9625531
Eastern and South-Eastern Asia,Singapore,2012,25-64,male,0.9877792
Eastern and South-Eastern Asia,Singapore,2013,<15,female,0.9464199
Eastern and South-Eastern Asia,Singapore,2013,<15,male,0.9854254
Eastern and South-Eastern Asia,Singapore,2013,<15,male,0.9854254
Eastern and South-Eastern Asia,Singapore,2013,15-24,female,0.9990101
Eastern and South-Eastern Asia,Singapore,2013,15-24,male,0.9989628
Eastern and South-Eastern Asia,Singapore,2013,25-64,female,0.9644466
Eastern and South-Eastern Asia,Singapore,2013,25-64,male,0.9884876
Eastern and South-Eastern Asia,Singapore,2014,<15,female,0.9491132
Eastern and South-Eastern Asia,Singapore,2014,<15,male,0.9860895
Eastern and South-Eastern Asia,Singapore,2014,15-24,female,0.9990389
Eastern and South-Eastern Asia,Singapore,2014,15-24,male,0.9989716
Eastern and South-Eastern Asia,Singapore,2014,25-64,female,0.9663932
Eastern and South-Eastern Asia,Singapore,2014,25-64,male,0.9891571
Eastern and South-Eastern Asia,Singapore,2015,<15,female,0.9519065
Eastern and South-Eastern Asia,Singapore,2015,<15,male,0.9855957
Eastern and South-Eastern Asia,Singapore,2015,15-24,female,0.9983812
Eastern and South-Eastern Asia,Singapore,2015,15-24,male,0.9973515
Eastern and South-Eastern Asia,Singapore,2015,25-64,female,0.9852617
Eastern and South-Eastern Asia,Singapore,2015,25-64,male,0.9901531
Eastern and South-Eastern Asia,Singapore,2015,65+,female,0.7552204
Eastern and South-Eastern Asia,Singapore,2015,65+,male,0.9462572
Eastern and South-Eastern Asia,Singapore,2016,<15,female,0.9544789
Eastern and South-Eastern Asia,Singapore,2016,<15,male,0.9873453
Eastern and South-Eastern Asia,Singapore,2016,15-24,female,0.9994051
Eastern and South-Eastern Asia,Singapore,2016,15-24,male,0.9991319
Eastern and South-Eastern Asia,Singapore,2016,25-64,female,0.9701817
Eastern and South-Eastern Asia,Singapore,2016,25-64,male,0.9904367
Eastern and South-Eastern Asia,Singapore,2017,<15,female,0.9568953
Eastern and South-Eastern Asia,Singapore,2017,<15,male,0.9879692
Eastern and South-Eastern Asia,Singapore,2017,15-24,female,0.9994014
Eastern and South-Eastern Asia,Singapore,2017,15-24,male,0.9992116
Eastern and South-Eastern Asia,Singapore,2017,25-64,female,0.9500601
Eastern and South-Eastern Asia,Singapore,2017,25-64,male,0.9859425
Eastern and South-Eastern Asia,Singapore,2018,<15,female,0.9591941
Eastern and South-Eastern Asia,Singapore,2018,<15,male,0.988509
Eastern and South-Eastern Asia,Singapore,2018,15-24,female,0.9994237
Eastern and South-Eastern Asia,Singapore,2018,15-24,male,0.9991742
Eastern and South-Eastern Asia,Singapore,2018,25-64,female,0.9529477
Eastern and South-Eastern Asia,Singapore,2018,25-64,male,0.9866524
Eastern and South-Eastern Asia,Thailand,2010,<15,female,0.9642705
Eastern and South-Eastern Asia,Thailand,2010,<15,male,0.9643502
Eastern and South-Eastern Asia,Thailand,2010,15-24,female,0.9655204
Eastern and South-Eastern Asia,Thailand,2010,15-24,male,0.9664255
Eastern and South-Eastern Asia,Thailand,2010,25-64,female,0.9712142
Eastern and South-Eastern Asia,Thailand,2010,25-64,male,0.966597
Eastern and South-Eastern Asia,Thailand,2010,65+,female,0.9201087
Eastern and South-Eastern Asia,Thailand,2010,65+,male,0.9440132
Eastern and South-Eastern Asia,Thailand,2013,<15,female,0.9224916
Eastern and South-Eastern Asia,Thailand,2013,<15,male,0.9525126
Eastern and South-Eastern Asia,Thailand,2013,15-24,female,0.9865491
Eastern and South-Eastern Asia,Thailand,2013,15-24,male,0.9797784
Eastern and South-Eastern Asia,Thailand,2013,25-64,female,0.9418718
Eastern and South-Eastern Asia,Thailand,2013,25-64,male,0.9624939
Eastern and South-Eastern Asia,Thailand,2013,65+,female,0.726363
Eastern and South-Eastern Asia,Thailand,2013,65+,male,0.8365293
Eastern and South-Eastern Asia,Thailand,2015,<15,female,0.9119193
Eastern and South-Eastern Asia,Thailand,2015,<15,male,0.9465912
Eastern and South-Eastern Asia,Thailand,2015,15-24,female,0.9829299
Eastern and South-Eastern Asia,Thailand,2015,15-24,male,0.9800288
Eastern and South-Eastern Asia,Thailand,2015,25-64,female,0.9390205
Eastern and South-Eastern Asia,Thailand,2015,25-64,male,0.9577031
Eastern and South-Eastern Asia,Thailand,2015,65+,female,0.7327314
Eastern and South-Eastern Asia,Thailand,2015,65+,male,0.8539046
Eastern and South-Eastern Asia,Timor-Leste,2010,<15,female,0.52959
Eastern and South-Eastern Asia,Timor-Leste,2010,<15,male,0.6359179
Eastern and South-Eastern Asia,Timor-Leste,2010,15-24,female,0.7856844
Eastern and South-Eastern Asia,Timor-Leste,2010,15-24,male,0.8048976
Eastern and South-Eastern Asia,Timor-Leste,2010,25-64,female,0.443584
Eastern and South-Eastern Asia,Timor-Leste,2010,25-64,male,0.605671
Eastern and South-Eastern Asia,Timor-Leste,2010,65+,female,0.0770593
Eastern and South-Eastern Asia,Timor-Leste,2010,65+,male,0.1470806
Eastern and South-Eastern Asia,Timor-Leste,2018,<15,female,0.6421094
Eastern and South-Eastern Asia,Timor-Leste,2018,<15,male,0.7186872
Eastern and South-Eastern Asia,Timor-Leste,2018,15-24,female,0.8465051
Eastern and South-Eastern Asia,Timor-Leste,2018,15-24,male,0.8245848
Eastern and South-Eastern Asia,Timor-Leste,2018,25-64,female,0.5913661
Eastern and South-Eastern Asia,Timor-Leste,2018,25-64,male,0.7107285
Eastern and South-Eastern Asia,Timor-Leste,2018,65+,female,0.0950017
Eastern and South-Eastern Asia,Timor-Leste,2018,65+,male,0.2141025
Eastern and South-Eastern Asia,Viet Nam,2018,<15,female,0.9359671
Eastern and South-Eastern Asia,Viet Nam,2018,<15,male,0.9645678
Eastern and South-Eastern Asia,Viet Nam,2018,15-24,female,0.9835314
Eastern and South-Eastern Asia,Viet Nam,2018,15-24,male,0.9846012
Eastern and South-Eastern Asia,Viet Nam,2018,25-64,female,0.9450264
Eastern and South-Eastern Asia,Viet Nam,2018,25-64,male,0.9610628
Eastern and South-Eastern Asia,Viet Nam,2018,65+,female,0.8031186
Eastern and South-Eastern Asia,Viet Nam,2018,65+,male,0.9449479
Europe and Northern America,Albania,2011,<15,female,0.9569148
Europe and Northern America,Albania,2011,<15,male,0.9800816
Europe and Northern America,Albania,2011,15-24,female,0.9885624
Europe and Northern America,Albania,2011,15-24,male,0.9873136
Europe and Northern America,Albania,2011,25-64,female,0.985291
Europe and Northern America,Albania,2011,25-64,male,0.9869613
Europe and Northern America,Albania,2011,65+,female,0.7932745
Europe and Northern America,Albania,2011,65+,male,0.9378969
Europe and Northern America,Albania,2012,<15,female,0.9613607
Europe and Northern America,Albania,2012,<15,male,0.9835261
Europe and Northern America,Albania,2012,15-24,female,
Europe and Northern America,Albania,2012,15-24,male,0.9937598
Europe and Northern America,Albania,2012,25-64,female,0.9881971
Europe and Northern America,Albania,2012,25-64,male,0.9901541
Europe and Northern America,Albania,2012,65+,female,0.8388708
Europe and Northern America,Albania,2012,65+,male,0.9199064
Europe and Northern America,Albania,2018,<15,female,0.9776112
Europe and Northern America,Albania,2018,<15,male,0.9851362
Europe and Northern America,Albania,2018,15-24,female,0.9963
Europe and Northern America,Albania,2018,15-24,male,0.9905
Europe and Northern America,Albania,2018,25-64,female,0.9884535
Europe and Northern America,Albania,2018,25-64,male,0.992121
Europe and Northern America,Albania,2018,65+,female,0.9181642
Europe and Northern America,Albania,2018,65+,male,0.9501833
Europe and Northern America,Belarus,2018,<15,female,0.9972518
Europe and Northern America,Belarus,2018,<15,male,0.9979398
Europe and Northern America,Belarus,2018,15-24,female,0.9987
Europe and Northern America,Belarus,2018,15-24,male,0.9983
Europe and Northern America,Belarus,2018,25-64,female,0.9984331
Europe and Northern America,Belarus,2018,25-64,male,0.9979468
Europe and Northern America,Belarus,2018,65+,female,0.9929602
Europe and Northern America,Belarus,2018,65+,male,0.9974975
Europe and Northern America,Bosnia and Herzegovina,2011,<15,female,0.9680371
Europe and Northern America,Bosnia and Herzegovina,2011,<15,male,0.9954133
Europe and Northern America,Bosnia and Herzegovina,2011,15-24,female,0.9915044
Europe and Northern America,Bosnia and Herzegovina,2011,15-24,male,0.9975125
Europe and Northern America,Bosnia and Herzegovina,2011,25-64,female,0.9736727
Europe and Northern America,Bosnia and Herzegovina,2011,25-64,male,0.9954611
Europe and Northern America,Bosnia and Herzegovina,2011,65+,female,0.9174309
Europe and Northern America,Bosnia and Herzegovina,2011,65+,male,0.9912463
Europe and Northern America,Bosnia and Herzegovina,2013,<15,female,0.9491049
Europe and Northern America,Bosnia and Herzegovina,2013,<15,male,0.9917628
Europe and Northern America,Bosnia and Herzegovina,2013,15-24,female,0.9966747
Europe and Northern America,Bosnia and Herzegovina,2013,15-24,male,0.9965765
Europe and Northern America,Bosnia and Herzegovina,2013,25-64,female,0.9858401
Europe and Northern America,Bosnia and Herzegovina,2013,25-64,male,0.9950197
Europe and Northern America,Bosnia and Herzegovina,2013,65+,female,0.7810755
Europe and Northern America,Bosnia and Herzegovina,2013,65+,male,0.9702527
Europe and Northern America,Bulgaria,2011,<15,female,0.979839
Europe and Northern America,Bulgaria,2011,<15,male,0.9874723
Europe and Northern America,Bulgaria,2011,15-24,female,0.9765106
Europe and Northern America,Bulgaria,2011,15-24,male,0.9806693
Europe and Northern America,Bulgaria,2011,25-64,female,0.9853264
Europe and Northern America,Bulgaria,2011,25-64,male,0.9892084
Europe and Northern America,Bulgaria,2011,65+,female,0.9674604
Europe and Northern America,Bulgaria,2011,65+,male,0.9864129
Europe and Northern America,Croatia,2011,<15,female,0.9866591
Europe and Northern America,Croatia,2011,<15,male,0.9962971
Europe and Northern America,Croatia,2011,15-24,female,0.9973572
Europe and Northern America,Croatia,2011,15-24,male,0.9971204
Europe and Northern America,Croatia,2011,25-64,female,0.9958874
Europe and Northern America,Croatia,2011,25-64,male,0.996995
Europe and Northern America,Croatia,2011,65+,female,0.9571671
Europe and Northern America,Croatia,2011,65+,male,0.9928057
Europe and Northern America,Estonia,2011,<15,female,0.9990948
Europe and Northern America,Estonia,2011,<15,male,0.9985898
Europe and Northern America,Estonia,2011,15-24,female,0.9995904
Europe and Northern America,Estonia,2011,15-24,male,0.9993924
Europe and Northern America,Estonia,2011,25-64,female,0.9989544
Europe and Northern America,Estonia,2011,25-64,male,0.9983261
Europe and Northern America,Estonia,2011,65+,female,0.9967288
Europe and Northern America,Estonia,2011,65+,male,0.9980015
Europe and Northern America,Greece,2011,<15,female,0.9650211
Europe and Northern America,Greece,2011,<15,male,0.9828216
Europe and Northern America,Greece,2011,15-24,female,0.9890698
Europe and Northern America,Greece,2011,15-24,male,0.9872913
Europe and Northern America,Greece,2011,25-64,female,0.9888854
Europe and Northern America,Greece,2011,25-64,male,0.9870235
Europe and Northern America,Greece,2011,65+,female,0.8922533
Europe and Northern America,Greece,2011,65+,male,0.9664642
Europe and Northern America,Hungary,2014,<15,female,0.991
Europe and Northern America,Hungary,2014,<15,male,0.9916
Europe and Northern America,Hungary,2014,15-24,female,0.99
Europe and Northern America,Hungary,2014,15-24,male,0.9869
